Timestamp,Voltage,Raw Value
1685360872.2151678,0.5618921475875118,4495
1685360872.2360034,0.5618921475875118,4495
1685360872.2566745,0.5618921475875118,4495
1685360872.2769284,0.5618921475875118,4495
1685360872.2972195,0.5618921475875118,4495
1685360872.3175323,0.5618921475875118,4494
1685360872.3383474,0.5618921475875118,4495
1685360872.3598027,0.5617671437726981,4494
1685360872.3809836,0.5617671437726981,4494
1685360872.4029033,0.5617671437726981,4495
1685360872.4238763,0.5617671437726981,4494
1685360872.445462,0.5618921475875118,4494
1685360872.4663053,0.5618921475875118,4495
1685360872.487528,0.5618921475875118,4495
1685360872.5084789,0.5618921475875118,4495
1685360872.5289865,0.5618921475875118,4495
1685360872.549632,0.5618921475875118,4495
1685360872.5706851,0.5618921475875118,4495
1685360872.5915153,0.5618921475875118,4495
1685360872.6122751,0.5618921475875118,4495
1685360872.6330433,0.5620171514023256,4496
1685360872.6542459,0.5620171514023256,4495
1685360872.6749487,0.5620171514023256,4495
1685360872.6959279,0.5618921475875118,4495
1685360872.71692,0.5618921475875118,4495
1685360872.7376199,0.5618921475875118,4495
1685360872.758309,0.5618921475875118,4495
1685360872.7789881,0.5618921475875118,4496
1685360872.799708,0.5620171514023256,4496
1685360872.8204467,0.5620171514023256,4496
1685360872.8416934,0.5618921475875118,4495
1685360872.8631191,0.5620171514023256,4495
1685360872.8847337,0.5618921475875118,4496
1685360872.906413,0.5620171514023256,4496
1685360872.9276981,0.5618921475875118,4497
1685360872.9486454,0.5617671437726981,4496
1685360872.9688952,0.5618921475875118,4495
1685360872.9891174,0.5617671437726981,4495
1685360873.009488,0.5620171514023256,4496
1685360873.030038,0.5620171514023256,4495
1685360873.0510564,0.5620171514023256,4496
1685360873.0715618,0.5620171514023256,4496
1685360873.09258,0.5618921475875118,4495
1685360873.1136148,0.5618921475875118,4495
1685360873.1346352,0.5620171514023256,4495
1685360873.15557,0.5618921475875118,4496
1685360873.176484,0.5618921475875118,4495
1685360873.1966743,0.5618921475875118,4495
1685360873.2176678,0.5620171514023256,4496
1685360873.2385633,0.5620171514023256,4497
1685360873.2595367,0.5621421552171392,4496
1685360873.2805088,0.5621421552171392,4497
1685360873.3014963,0.5620171514023256,4496
1685360873.3224926,0.5620171514023256,4496
1685360873.3436854,0.5621421552171392,4496
1685360873.3646586,0.5621421552171392,4496
1685360873.3855731,0.5621421552171392,4497
1685360873.4064736,0.5621421552171392,4496
1685360873.4273992,0.5620171514023256,4496
1685360873.4483738,0.5618921475875118,4496
1685360873.4692643,0.5620171514023256,4496
1685360873.490152,0.5620171514023256,4495
1685360873.511797,0.5618921475875118,4495
1685360873.5327847,0.5618921475875118,4495
1685360873.552999,0.5618921475875118,4495
1685360873.5734131,0.5618921475875118,4495
1685360873.5936427,0.5618921475875118,4495
1685360873.613787,0.5618921475875118,4495
1685360873.6341238,0.5618921475875118,4495
1685360873.655272,0.5620171514023256,4495
1685360873.6762323,0.5618921475875118,4495
1685360873.6971793,0.5618921475875118,4495
1685360873.7181659,0.5620171514023256,4495
1685360873.7391458,0.5618921475875118,4496
1685360873.7600608,0.5620171514023256,4496
1685360873.7810197,0.5620171514023256,4496
1685360873.801963,0.5618921475875118,4496
1685360873.8224716,0.5620171514023256,4495
1685360873.8434498,0.5618921475875118,4495
1685360873.8642418,0.5620171514023256,4496
1685360873.8852823,0.5620171514023256,4495
1685360873.9063876,0.5618921475875118,4495
1685360873.9273849,0.5618921475875118,4496
1685360873.948381,0.5620171514023256,4497
1685360873.969684,0.5621421552171392,4497
1685360873.9906836,0.5620171514023256,4496
1685360874.01175,0.5620171514023256,4495
1685360874.0327625,0.5618921475875118,4495
1685360874.0537395,0.5620171514023256,4496
1685360874.0748105,0.5620171514023256,4496
1685360874.0957553,0.5620171514023256,4495
1685360874.1168995,0.5620171514023256,4495
1685360874.137435,0.5620171514023256,4496
1685360874.1584404,0.5620171514023256,4496
1685360874.179314,0.5618921475875118,4496
1685360874.1999674,0.5620171514023256,4495
1685360874.2210186,0.5618921475875118,4496
1685360874.2420206,0.5620171514023256,4496
1685360874.2629542,0.5620171514023256,4497
1685360874.2841477,0.5620171514023256,4496
1685360874.3052013,0.5620171514023256,4495
1685360874.3262112,0.5620171514023256,4496
1685360874.3471928,0.5620171514023256,4496
1685360874.368171,0.5618921475875118,4496
1685360874.3891246,0.5620171514023256,4496
1685360874.4100826,0.5620171514023256,4495
1685360874.4311144,0.5620171514023256,4495
1685360874.451672,0.5618921475875118,4495
1685360874.472641,0.5620171514023256,4496
1685360874.493563,0.5620171514023256,4496
1685360874.5147557,0.5620171514023256,4496
1685360874.535691,0.5618921475875118,4496
1685360874.556662,0.5620171514023256,4496
1685360874.577514,0.5620171514023256,4496
1685360874.5986547,0.5620171514023256,4496
1685360874.619621,0.5620171514023256,4496
1685360874.6405804,0.5620171514023256,4497
1685360874.6614084,0.5620171514023256,4496
1685360874.6822307,0.5620171514023256,4496
1685360874.703152,0.5620171514023256,4496
1685360874.7240596,0.5618921475875118,4499
1685360874.7449055,0.5617671437726981,4498
1685360874.7659605,0.5618921475875118,4496
1685360874.7867713,0.5620171514023256,4496
1685360874.8076575,0.5621421552171392,4493
1685360874.8284955,0.5622671590319529,4496
1685360874.849388,0.5621421552171392,4496
1685360874.8702548,0.5620171514023256,4496
1685360874.8911016,0.5620171514023256,4492
1685360874.9122205,0.5621421552171392,4497
1685360874.933138,0.5620171514023256,4497
1685360874.9541993,0.5621421552171392,4497
1685360874.975059,0.5618921475875118,4498
1685360874.9959567,0.5621421552171392,4497
1685360875.0169618,0.5622671590319529,4498
1685360875.0378096,0.5621421552171392,4496
1685360875.0587964,0.5621421552171392,4496
1685360875.0795882,0.5621421552171392,4497
1685360875.1006205,0.5621421552171392,4496
1685360875.1215212,0.5621421552171392,4497
1685360875.1425197,0.5621421552171392,4497
1685360875.1627765,0.5621421552171392,4497
1685360875.1829298,0.5620171514023256,4498
1685360875.203176,0.5620171514023256,4497
1685360875.2236006,0.5620171514023256,4496
1685360875.2439117,0.5620171514023256,4496
1685360875.2647593,0.5621421552171392,4497
1685360875.285558,0.5621421552171392,4496
